,time,open,high,low,close,adjcp,volume,tic,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,split_val
70,2022-05-23,7586.60009765625,7586.60009765625,7586.60009765625,7586.60009765625,7586.60009765625,0.0,MARUTI.NS,0.0,7586.60009765625,7586.60009765625,,66.66666666666912,,7586.60009765625,7586.60009765625,29.43000030517578,1.0
71,2022-05-23,16862.0,16862.0,16862.0,16862.0,16862.0,0.0,NESTLEIND.NS,0.0,16862.0,16862.0,,66.66666666666526,,16862.0,16862.0,29.43000030517578,1.0
72,2022-05-23,149.60000610351562,149.60000610351562,149.60000610351562,149.60000610351562,149.60000610351562,0.0,NTPC.NS,0.0,149.60000610351562,149.60000610351562,,66.66666666665719,,149.60000610351562,149.60000610351562,29.43000030517578,1.0
73,2022-05-23,161.89999389648438,161.89999389648438,161.89999389648438,161.89999389648438,161.89999389648438,0.0,ONGC.NS,0.0,161.89999389648438,161.89999389648438,,-66.66666666666667,,161.89999389648438,161.89999389648438,29.43000030517578,1.0
74,2022-05-23,229.0500030517578,229.0500030517578,229.0500030517578,229.0500030517578,229.0500030517578,0.0,POWERGRID.NS,0.0,229.0500030517578,229.0500030517578,,-66.66666666666993,,229.0500030517578,229.0500030517578,29.43000030517578,1.0
75,2022-05-23,2624.449951171875,2624.449951171875,2624.449951171875,2624.449951171875,2624.449951171875,0.0,RELIANCE.NS,0.0,2624.449951171875,2624.449951171875,,66.66666666666578,,2624.449951171875,2624.449951171875,29.43000030517578,1.0
76,2022-05-23,462.3999938964844,462.3999938964844,462.3999938964844,462.3999938964844,462.3999938964844,0.0,SBIN.NS,0.0,462.3999938964844,462.3999938964844,,66.66666666666495,,462.3999938964844,462.3999938964844,29.43000030517578,1.0
77,2022-05-23,22001.19921875,22001.19921875,22001.19921875,22001.19921875,22001.19921875,0.0,SHREECEM.NS,0.0,22001.19921875,22001.19921875,,-66.66666666666667,,22001.19921875,22001.19921875,29.43000030517578,1.0
78,2022-05-23,915.6500244140625,915.6500244140625,915.6500244140625,915.6500244140625,915.6500244140625,0.0,SUNPHARMA.NS,0.0,915.6500244140625,915.6500244140625,,66.66666666666667,,915.6500244140625,915.6500244140625,29.43000030517578,1.0
79,2022-05-23,739.5999755859375,739.5999755859375,739.5999755859375,739.5999755859375,739.5999755859375,0.0,TATACONSUM.NS,0.0,739.5999755859375,739.5999755859375,,66.66666666667116,,739.5999755859375,739.5999755859375,29.43000030517578,1.0
80,2022-05-23,418.0,418.0,418.0,418.0,418.0,0.0,TATAMOTORS.NS,0.0,418.0,418.0,,66.66666666666914,,418.0,418.0,29.43000030517578,1.0
81,2022-05-23,1170.5999755859375,1170.5999755859375,1170.5999755859375,1170.5999755859375,1170.5999755859375,0.0,TATASTEEL.NS,0.0,1170.5999755859375,1170.5999755859375,,66.66666666666877,,1170.5999755859375,1170.5999755859375,29.43000030517578,1.0
82,2022-05-23,3293.0,3293.0,3293.0,3293.0,3293.0,0.0,TCS.NS,0.0,3293.0,3293.0,,66.66666666666667,,3293.0,3293.0,29.43000030517578,1.0
83,2022-05-23,1130.9000244140625,1130.9000244140625,1130.9000244140625,1130.9000244140625,1130.9000244140625,0.0,TECHM.NS,0.0,1130.9000244140625,1130.9000244140625,,66.66666666666296,,1130.9000244140625,1130.9000244140625,29.43000030517578,1.0
84,2022-05-23,2137.050048828125,2137.050048828125,2137.050048828125,2137.050048828125,2137.050048828125,0.0,TITAN.NS,0.0,2137.050048828125,2137.050048828125,,-66.66666666665813,,2137.050048828125,2137.050048828125,29.43000030517578,1.0
85,2022-05-23,6128.64990234375,6128.64990234375,6128.64990234375,6128.64990234375,6128.64990234375,0.0,ULTRACEMCO.NS,0.0,6128.64990234375,6128.64990234375,,66.66666666666019,,6128.64990234375,6128.64990234375,29.43000030517578,1.0
86,2022-05-23,808.25,808.25,808.25,808.25,808.25,0.0,UPL.NS,0.0,808.25,808.25,,-66.66666666666667,,808.25,808.25,29.43000030517578,1.0
87,2022-05-23,459.6000061035156,459.6000061035156,459.6000061035156,459.6000061035156,459.6000061035156,0.0,WIPRO.NS,0.0,459.6000061035156,459.6000061035156,,66.66666666667234,,459.6000061035156,459.6000061035156,29.43000030517578,1.0
